REGISTRATION_DATE,KC_REPUDIATE_DT,DRIVER_AGE,KC_OUTSTANDING_RESERVE,TIME_TAKEN_REGISTRATION,KC_STATUS,KC_STATUS_TEXT,POLICY_NUMBER,CLAIMNUMBER,RISKNAME,ANALYST_HANDLING,AUTHORIZE_BY,NOTIFICATE_DATE,POLICE_REPORTED,POLICE_STATION_NAME,KC_SUM_INSURED,DATE_LOSS,PERILNAME,NOTIFICATION_DATE,IC_NAME,GP_NAME,GCT_NAME,CLIENT_MOBILE_NUMBER,CLIENT_NAME,INT_TYP,INTERMEDIARY_NAME,INTERMEDIARY_PHONE_NO,COVER_START_DATE,COVER_END_DATE,BR_NAME,MAKE_NAME,MODEL_NAME,MANUFACTURING_YEAR,POLICY_HOLDER_GENDER,POLICY_HOLDER_AGE,KC_FIRST_REPUDIATE_REM,KC_FIRST_REPUDIATE_REM_DATA,KC_SECOND_REPUDIATE_REM,KC_FIFTH_REPUDIATE_REM,GMR_ENGINE_NO,GMR_CHASIS_NO,GMR_VEH_COLOR
,,24.0,1740,0,74,Authorized Payment,G/THK/00166,C/THK/00168,KD00164,G00008,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,713001470,Todd 00161,Agent,AGKeith 00098,722000902,,,Thika,Toyota,Sienta Ncp8,2014,,22.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1400,0,74,Authorized Payment,G/HGS/00167,C/HGS/00169,KD00165,M00009,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,720001480,Tom 00162,Bancassurance,AGAlan 00004,203000042,,,Hughes,Nissan,Xtrail,2013,,51.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1400,0,74,Authorized Payment,G/THK/00168,C/THK/00170,KC00166,R00010,G00001,,Yes,THIKA,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,733001490,Tony 00163,Agent,AGDouglas 00047,723000472,,,Thika,Toyota,Rush F700,2009,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1450,1,74,Authorized Payment,G/THK/00169,C/THK/00171,KC00167,G00008,M00006,,Yes,"KAYOLE POLICE STATION, NAIROBI.",20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721001500,Trevor 00164,Bancassurance,AGAlec 00006,722000062,,,Thika,Toyota,Noah/Voxy R7,2010,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,14700,0,9,First Investigator Appointed,G/EMB/00170,C/EMB/00172,KB00168,E00011,J00002,,No,,430000.0,,Motor Total Theft,,Motor Private,Motor Private,Comprehensive,723001510,Tyler 00165,Agent,AGKenneth 00099,77000912,,,Embu,Toyota,Corolla Cba-Nze121,2005,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/HGS/00171,C/HGS/00173,KC00169,G00008,M00006,,No,,20000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,723001520,Victor 00166,Bancassurance,AGAlec 00006,722000062,,,Hughes,Eicher,Terra 25,2015,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,800,0,15,Windscreen Fitter Appointed,G/KSI/00172,C/KSI/00174,KC00170,E00011,M00006,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,709000450,Vincent 00167,Bancassurance,AGAustin 00015,725000152,,,Kisii,Toyota,"Isis Znm1, Anm1, Zgm1",2009,Male,51.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1160,0,74,Authorized Payment,G/MSA/00173,C/MSA/00175,KD00171,R00001,G00001,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,726000910,Walter 00168,Dsf,AGGrant 00070,726000632,,,Mombasa,Toyota,Succeed,2015,Male,51.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/KTD/00174,C/KTD/00176,KD00172,M00009,J00002,,No,,50000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,724001530,Warren 00169,Bancassurance,AGAlan 00004,203000042,,,Ktda,Isuzu,Nqr,2020,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/RNG/00175,C/RNG/00177,KC00173,C00012,M00006,,No,,40000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,733001540,Wayne 00170,Agent,AGKevin 00100,721000922,,,Rongai,Ford,Ranger Et,2013,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/MRU/00176,C/MRU/00178,KC00174,R00010,G00001,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,713001550,Wesley 00171,Dsf,AGKieran 00101,722000932,,,Meru,Isuzu,Npr,2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/KTD/00177,C/KTD/00179,KC00175,M00009,G00001,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,725001560,William 00172,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Noah/Voxy R7,2012,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/RNG/00178,C/RNG/00180,KD00176,G00008,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,720001570,Zachary 00173,Bancassurance,AGAlec 00006,722000062,,,Rongai,Mazda,Demio Dw,2014,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,74,Authorized Payment,G/KTD/00179,C/KTD/00181,KC00177,M00009,J00002,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,720001580,Abigail 00174,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Wish Zge2,2011,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/HGS/00180,C/HGS/00182,KC00178,G00008,M00006,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001590,Ada 00175,Bancassurance,AGAlec 00006,722000062,,,Hughes,Toyota,"Wish Zne1, Ane1",2009,,51.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1200,0,74,Authorized Payment,G/ELD/00181,C/ELD/00183,KC00179,M00009,M00006,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001600,Adelaide 00176,Bancassurance,AGAlan 00004,203000042,,,Eldoret,Toyota,Axio,2008,,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,2800,0,2,Registered,G/HQS/00182,C/HQS/00184,KD00180,R00001,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,720000510,Adele 00177,Broker,AGCraig 00036,738000362,,,Head Office,Mitsubishi,Outlander Mk I,2016,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/NKU/00183,C/NKU/00185,KC00181,G00008,P00005,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,737001610,Alexandra 00178,Agent,AGKyle 00102,711000942,,,Nakuru,Toyota,Hilux Surf,2011,,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,2,Registered,G/HGS/00184,C/HGS/00186,KD00182,E00011,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001620,Alice 00179,Agent,AGDavid 00040,721000402,,,Hughes,Honda,Odyssey Rb,2013,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1300,1,74,Authorized Payment,G/NKU/00185,C/NKU/00187,KC00183,G00008,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001630,Alison 00180,Dsf,AGLaurence 00103,720000952,,,Nakuru,Toyota,"Vanguard Aca3, Gsa3",2011,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/THK/00186,C/THK/00188,KC00184,G00008,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,790000230,Amanda 00181,Bancassurance,AGAlec 00006,722000062,,,Thika,Nissan,Serena C23,2012,Male,20.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,2,Registered,G/MSA/00187,C/MSA/00189,KD00185,R00001,G00001,,No,,20000.0,,Windscreen,,Motor Commercial Psv,Psv Chauffeur Driven,Comprehensive,720001640,Amber 00182,Agent,AGLee 00104,1000562,,,Mombasa,Toyota,"Sienta Nhp17, Ncp17, Nsp17",2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1000,0,74,Authorized Payment,G/HGS/00188,C/HGS/00190,KD00186,E00011,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,719000100,Amelia 00183,Agent,AGGerard 00067,221000602,,,Hughes,Toyota,Probox Ncp160,2016,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,74,Authorized Payment,G/MSA/00189,C/MSA/00191,KC00187,R00001,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,759001650,Amy 00184,Agent,AGColin 00034,715000342,,,Mombasa,Toyota,Fielder,2010,,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,15,Windscreen Fitter Appointed,G/MSA/00190,C/MSA/00192,KC00188,M00009,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001660,Andrea 00185,Bancassurance,AGAlan 00004,203000042,,,Mombasa,Subaru,Legacy Bc,2007,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1300,0,74,Authorized Payment,G/MCH/00191,C/MCH/00193,KC00189,M00009,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001670,Angela 00186,Bancassurance,AGAlan 00004,203000042,,,Machakos,Toyota,Rush F700,2008,,63.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,-3,Claim Cancelled,G/HGS/00192,C/HGS/00194,KB00190,N00004,N00004,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001680,Ann 00187,Agent,AGDesmond 00044,202000442,,,Hughes,Toyota,Corona,2005,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,2,Registered,G/HGS/00193,C/HGS/00195,KC00191,G00008,J00002,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001690,Anna 00188,Bancassurance,AGAlec 00006,722000062,,,Hughes,Mitsubishi,Galant A12,2015,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/HGS/00194,C/HGS/00196,KC00192,G00008,G00001,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,734001700,Anne 00189,Bancassurance,AGAlec 00006,722000062,,,Hughes,Volkswagen,Polo,2019,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/MSA/00195,C/MSA/00197,KD00193,P00013,P00005,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001710,Annie 00190,Bancassurance,AGAlan 00004,203000042,,,Mombasa,Toyota,Fielder,2014,Male,48.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/HGS/00196,C/HGS/00198,KD00194,M00009,G00001,,Yes,KWARE POLICE STATION,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721001720,Arabella 00191,Bancassurance,AGAlan 00004,203000042,,,Hughes,Toyota,Fielder,2014,Male,21.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/KKM/00197,C/KKM/00199,KC00195,G00008,M00006,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,725001730,Audrey 00192,Bancassurance,AGAlan 00004,203000042,,,Kakamega,Toyota,Hilux Kun25,2008,Male,50.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,2,Registered,G/NYR/00198,C/NYR/00200,KC00196,R00010,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,720001740,Ava 00193,Agent,AGJeremy 00088,720000812,,,Nyeri,Toyota,Fielder,2008,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/KGL/00199,C/KGL/00201,KD00197,G00008,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,751001750,Beatrice 00194,Bancassurance,AGAlec 00006,722000062,,,Kitengela,Nissan,Juke,2017,Male,20.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/RKA/00200,C/RKA/00202,KC00198,G00008,M00006,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,723001760,Bella 00195,Bancassurance,AGAlec 00006,722000062,,,Ruaka,Isuzu,Frr33,2019,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,226795,0,49,Accept Releasing Letter,G/MCH/00201,C/MCH/00203,KD00199,R00010,G00001,,Yes,KYUMBI POLICE STATION,6445000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,703001770,Bernadette 00196,Bancassurance,AGAlec 00006,722000062,,,Machakos,Isuzu,Frr90,2023,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1900,1,74,Authorized Payment,G/MRU/00202,C/MRU/00204,KC00200,R00010,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,723001780,Beth 00197,Agent,AGLeo 00105,729000962,,,Meru,Toyota,Vitz,2011,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,2088,1,74,Authorized Payment,G/NYR/00203,C/NYR/00205,KC00201,G00008,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,724001790,Bethany 00198,Agent,AGLeonard 00106,724000972,,,Nyeri,Nissan,Dualis,2009,Male,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,74,Authorized Payment,G/HQS/00204,C/HQS/00206,KC00202,R00001,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721001800,Beverly 00199,Agent,AGLiam 00107,722000982,,,Head Office,Toyota,Fielder,2012,Male,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,15,Windscreen Fitter Appointed,G/MCH/00205,C/MCH/00207,KD00203,M00009,M00006,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,725001810,Bianca 00200,Bancassurance,AGAlan 00004,203000042,,,Machakos,Isuzu,Nqr,2021,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/MCH/00206,C/MCH/00208,KD00204,G00008,P00005,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,739001820,Bridget 00201,Bancassurance,AGAlec 00006,722000062,,,Machakos,Toyota,Rav 4,2014,,48.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/NKU/00207,C/NKU/00209,KC00205,M00009,P00005,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial Institutional Vehicles,Comprehensive,725001830,Brooke 00202,Bancassurance,AGAlan 00004,203000042,,,Nakuru,Hino,Model Fc500,2014,Male,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,2,Registered,G/HGS/00208,C/HGS/00210,KD00206,G00008,A00007,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,725001840,Caitlin 00203,Bancassurance,AGAlec 00006,722000062,,,Hughes,Toyota,Fielder,2014,Male,48.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,1,Incomplete,G/EMB/00209,C/EMB/00211,KD00207,N00004,N00004,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,716001850,Camilla 00204,Bancassurance,AGAlec 00006,722000062,,,Embu,Faw,Ca 4181,2022,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,2,Registered,G/EMB/00209,C/EMB/00212,KD00208,G00008,J00002,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,716001850,Camilla 00204,Bancassurance,AGAlec 00006,722000062,,,Embu,Faw,Ca 4181,2022,Male,47.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,-3,Claim Cancelled,G/WST/00210,C/WST/00213,KD00209,N00004,N00004,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,732001860,Cara 00205,Agent,AGLogan 00108,736000992,,,Westlands,Suzuki,Alto,2014,Male,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/WST/00210,C/WST/00214,KD00209,R00001,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,732001860,Cara 00205,Agent,AGLogan 00108,736000992,,,Westlands,Suzuki,Alto,2014,Male,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1600,0,74,Authorized Payment,G/KTD/00211,C/KTD/00215,KD00210,M00009,G00001,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001870,Carla 00206,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Spade Ncp14,2015,Male,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/HQS/00212,C/HQS/00216,KB00211,R00001,J00002,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,728001880,Carmen 00207,Broker,AGGregory 00071,204000642,,,Head Office,Honda,Crv Rm1,2005,Male,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,2500,0,74,Authorized Payment,G/HQS/00213,C/HQS/00217,KC00212,R00001,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001890,Caroline 00208,Agent,AGLouis 00109,726001002,,,Head Office,Mercedes Benz,A170,2008,Male,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1400,0,74,Authorized Payment,G/HQS/00214,C/HQS/00218,KB00213,R00001,J00002,,No,,50000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001900,Cassandra 00209,Broker,AGBrian 00023,202000232,,,Head Office,Honda,Fit,2006,Male,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/KSM/00215,C/KSM/00219,KC00214,R00010,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,719001910,Catherine 00210,Agent,AGLucas 00110,722001012,,,Kisumu,Mazda,Demio Dw,2010,,48.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1900,1,74,Authorized Payment,G/MRU/00216,C/MRU/00220,KD00215,R00010,G00001,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,726001920,Cecilia 00211,Agent,AGLuke 00111,726001022,,,Meru,Toyota,Fielder,2014,,49.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,69,Claim Closed,G/THK/00217,C/THK/00221,KD00216,R00010,G00001,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,711001930,Celeste 00212,Bancassurance,AGHenry 00076,745000692,,,Thika,Toyota,"Esquire Zrr8, Zwr8",2015,Female,10.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1200,0,15,Windscreen Fitter Appointed,G/KKM/00218,C/KKM/00222,KC00217,M00009,G00001,,No,,15000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,724001940,Charlotte 00213,Bancassurance,AGAlan 00004,203000042,,,Kakamega,Nissan,Note,2012,,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,2,Registered,G/MRU/00219,C/MRU/00223,KD00218,M00009,P00005,,No,,40000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,728001950,Chelsea 00214,Bancassurance,AGAlan 00004,203000042,,,Meru,Isuzu,Frr90,2020,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,69,Claim Closed,G/WST/00220,C/WST/00224,KC00219,G00008,M00006,,No,,550000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725001960,Chloe 00215,Bancassurance,AGAlan 00004,203000042,,,Westlands,Nissan,Note,2012,,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,2,Registered,G/MRU/00221,C/MRU/00225,KC00220,R00010,G00001,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722001970,Christine 00216,Agent,AGMalcolm 00112,722001032,,,Meru,Nissan,Note,2012,,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1900,1,74,Authorized Payment,G/MRU/00222,C/MRU/00226,KC00221,G00008,M00006,,No,,30000.0,,Windscreen,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,728001980,Claire 00217,Bancassurance,AGAlec 00006,722000062,,,Meru,Isuzu,Fsr33H,2016,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,2,Registered,G/MSA/00223,C/MSA/00227,KD00222,G00008,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721001990,Claudia 00218,Bancassurance,AGAlec 00006,722000062,,,Mombasa,Mazda,Atenza Ghefp,2017,Male,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,74,Authorized Payment,G/NYR/00224,C/NYR/00228,KC00223,M00009,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,723002000,Colleen 00219,Bancassurance,AGMarcus 00113,721001042,,,Nyeri,Toyota,"Wish Zne1, Ane1",2008,Male,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/HGS/00225,C/HGS/00229,KB00224,M00009,G00001,,No,,15000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,723002010,Daisy 00220,Bancassurance,AGAlan 00004,203000042,,,Hughes,Toyota,Corolla Zre151R,2007,Male,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1700,0,74,Authorized Payment,G/ELD/00226,C/ELD/00230,KC00225,R00010,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721002020,Danielle 00221,Bancassurance,AGMark 00114,722001052,,,Eldoret,Nissan,Tiida,2009,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,0,15,Windscreen Fitter Appointed,G/MSA/00227,C/MSA/00231,KD00226,R00001,J00002,,No,,80000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,725002030,Daphne 00222,Agent,AGMartin 00115,725001062,,,Mombasa,Subaru,Forester Sj,2014,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1200,1,74,Authorized Payment,G/KTD/00228,C/KTD/00232,KD00227,G00008,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722002040,Deborah 00223,Bancassurance,AGAlec 00006,722000062,,,Ktda,Toyota,Spade Ncp14,2014,,39.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,15,Windscreen Fitter Appointed,G/HGS/00229,C/HGS/00233,KC00228,E00011,J00002,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,711000950,Deirdre 00224,Agent,AGMatthew 00116,722001072,,,Hughes,Toyota,Noah/Voxy Zrr7,2008,Male,45.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1400,1,2,Registered,G/NYR/00230,C/NYR/00234,KC00229,M00009,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,721002050,Denise 00225,Bancassurance,AGMax 00117,728001082,,,Nyeri,Honda,Fit,2013,Male,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,1,15,Windscreen Fitter Appointed,G/HQS/00231,C/HQS/00235,KC00230,G00008,J00002,,No,,80000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722002060,Diana 00226,Bancassurance,AGAlec 00006,722000062,,,Head Office,Mercedes-Benz,C200,2013,,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1300,1,74,Authorized Payment,G/HGS/00232,C/HGS/00236,KC00231,M00009,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,727002070,Diane 00227,Bancassurance,AGAlan 00004,203000042,,,Hughes,Nissan,Tiida,2013,,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,0,0,74,Authorized Payment,G/KTD/00233,C/KTD/00237,KD00232,P00013,P00005,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,734002080,Donna 00228,Agent,AGMichael 00118,711001092,,,Ktda,Subaru,Xv,2014,Male,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1300,0,74,Authorized Payment,G/NYR/00234,C/NYR/00238,KC00233,R00010,M00006,,No,,30000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,724002090,Dorothy 00229,Bancassurance,AGMax 00117,728001082,,,Nyeri,Nissan,Juke F15,2011,,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1400,1,74,Authorized Payment,G/ELD/00235,C/ELD/00239,KC00234,C00012,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,723002100,Edith 00230,Agent,AGMitchell 00119,723001102,,,Eldoret,Toyota,"Auris Zwe18, Nze18, Zre18",2013,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1500,1,74,Authorized Payment,G/MSA/00236,C/MSA/00240,KD00235,R00001,J00002,,No,,20000.0,,Windscreen,,Motor Private,Motor Private,Comprehensive,722002110,Elaine 00231,Agent,AGColin 00034,715000342,,,Mombasa,Nissan,Note E12,2013,,41.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,24.0,1200,0,74,Authorized Payment,G/KSM/00237,C/KSM/00241,KC00236,C00012,J00002,,No,,30000.0,,Windscreen,,Motor Commercial,"Motor Commercial Special B (Ambulance, Fire Fighting & Hearse)",Comprehensive,714002120,Eleanor 00232,Agent,AGNathan 00120,730001112,,,Kisumu,Toyota,Hiace,2010,Male,42.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
